date,text,place
2020-11-24 16:36:45,"baden-württembergs kultusministerin eisenmann hatte dazu geraten, die #weihnachtsferien früher beginnen zu lassen.… https://t.co/jrn1ircm5b",Stuttgart
2020-11-24 16:35:19,corona-news im live-ticker - das sind die super-kühlschränke für den impfstoff https://t.co/qmdntldh35 #stuttgart #nachrichten,Stuttgart
2020-11-24 16:34:25,"update: coronavirus (stand: 24.11.2020 / 16:00 uhr)
um 133 ist die gesamtzahl der covid-19-fälle seit gestern im la… https://t.co/a1q7wni4hf",Stuttgart
2020-11-24 16:08:31,weihnachten und coronavirus: längere ferien sollen vor corona schützen – lob und kritik https://t.co/tmjllkqwi4,Stuttgart
2020-11-24 16:08:30,wohnungslose in corona-zeiten: duschplatz auf ebay gesucht https://t.co/iubmjnvr2z,Stuttgart
2020-11-24 16:08:30,rettungshundestaffel in stuttgart: corona reißt loch in die spendenkasse der drk-helfer https://t.co/8glyvrcttz,Stuttgart
2020-11-24 16:08:29,ausbildung und corona: soziales umfeld sollte nicht fehlen https://t.co/8xlutactak,Stuttgart
2020-11-24 16:06:37,"@jannismalakis @jenshealthde es geht um corona und betrunkene, die leute anstecken.",Stuttgart
2020-11-24 16:03:04,ausgeknockt durch #coronakrise? @fraunhofer_ipa hilft #produktion zu stärken und widerstandsfähig auszurichten. meh… https://t.co/x9hfqbvju4,Stuttgart
2020-11-24 16:00:35,corona und die folgen: berufsschule findet häufiger zu hause statt https://t.co/eottvjnexu,Stuttgart
2020-11-24 15:56:05,"im winter unterstützen notunterkünfte und der #kältebus des @drkstuttgart wohnungslose menschen. 
‼️die stadt bitte… https://t.co/sri0seqqdu",Stuttgart
2020-11-24 15:51:37,ausbildung und corona: soziales umfeld sollte nicht fehlen https://t.co/odciqnsbdv,Stuttgart
2020-11-24 15:51:35,rettungshundestaffel in stuttgart: corona reißt loch in die spendenkasse der drk-helfer https://t.co/6h0wmhcynl,Stuttgart
2020-11-24 15:50:18,"ob die demokratie während corona abgeschafft wird, darüber hat der kabarettist @abdelkarimslp schon im juni mit der… https://t.co/upzyhddlwo",Stuttgart
2020-11-24 15:50:17,"unser wahl-web-talk ""wie corona unsere demokratie infiziert"" findet auf der plattform alfaview statt - plant also a… https://t.co/vtnqa53i21",Stuttgart
2020-11-24 15:50:17,was macht die corona-pandemie mit unserer demokratie? welche politischen akteure profitieren &amp; wem schadet die kris… https://t.co/47unfddqpb,Stuttgart
2020-11-24 15:38:21,weihnachten und coronavirus: längere ferien sollen vor corona schützen – lob und kritik https://t.co/88i7amoepv,Stuttgart
2020-11-24 15:30:20,hauptbahnhof stuttgart: neue wartehalle bleibt wegen corona zu https://t.co/hpl3zozp3p,Stuttgart
2020-11-24 15:16:17,zollernalbkreis: was bedeutet corona für künstlerinnen und künstler? https://t.co/zcrpnfh3tl,Stuttgart
2020-11-24 15:04:38,nach rund einem jahr corona-pause: dittsche kehrt mit neuen folgen im märz zurück https://t.co/7epaunofek,Stuttgart
2020-11-24 14:44:58,dezemberhilfen in der corona-krise: bund will firmen mit 17 milliarden euro unterstützen https://t.co/fuuzaevj8i,Stuttgart
2020-11-24 14:44:57,corona-regelungen für weihnachten: lockerungen sorgen im netz für unverständnis https://t.co/z2hwdbsdh0,Stuttgart
2020-11-24 14:44:10,@mikael_mackart schönes grab .. mein papa liegt 1300 km weit weg und ich kann nicht hin... fuck corona...,Stuttgart
2020-11-24 14:34:12,"bin mir nicht sicher, aber die meldekette der corona-zahlen, der stadt stuttgart die gestern nicht veröffentlicht w… https://t.co/gg96ac769t",Stuttgart
2020-11-24 14:33:49,"#selbstquarantäne für #regierungsversagen? hach wie schön, dass der irrsinn genau so kommt, wie es die bösen versch… https://t.co/2axy8kah4x",Stuttgart
2020-11-24 14:28:07,"gastronomie boykott gegen merkels terroristische vereinigung...hausverbot in brd, für 415 schwarzrotgrüne mdb  corona-diktatoren.!!!!",Stuttgart
2020-11-24 14:17:39,"natürlich wieder eine waldorfschule. schon bekannt, @anthroblogger? https://t.co/f4gjcyelel",Stuttgart
2020-11-24 14:14:25,corona-regelungen für weihnachten: lockerungen sorgen im netz für unverständnis https://t.co/bqqw2rdnkf,Stuttgart
2020-11-24 14:14:24,dezemberhilfen in der corona-krise: bund will firmen mit 17 milliarden euro unterstützen https://t.co/fyaoulmflh,Stuttgart
2020-11-24 14:07:58,@derspiegel ist polen nicht hochrisikogebiet? also zumindest demokratie-kritisch? oder gar antidemokratisch? oder w… https://t.co/bhg2myomyh,Stuttgart
2020-11-24 13:49:32,"baden-württemberg bereitet sich vor:
der südwesten bereitet sich mit hochdruck auf bald verfügbaren corona-impfstof… https://t.co/javqghzhyw",Stuttgart
2020-11-24 13:34:30,von wegen „lockdown light“ - söder will corona-regeln noch „nachschärfen“ https://t.co/cwqcwgj7en #stuttgart #nachrichten,Stuttgart
2020-11-24 13:32:58,"@karl_lauterbach @drzoehyde sie ist keine expertin für kinder-covid! die kinderinfektiologen deutschlands, die die… https://t.co/sjrij3ln56",Stuttgart
2020-11-24 13:32:28,"so oft sollten masken gewechselt werden:
das tragen eines mund- nasenschutzes gilt als wichtig, um die verbreitung… https://t.co/f37gfxtmxp",Stuttgart
2020-11-24 13:30:57,corona test ist gar nicht soo schlimm,Stuttgart
2020-11-24 13:29:38,wie gut hat unser #gesundheitssystem auf die herausforderungen durch #corona reagiert? und was lernen wir daraus? a… https://t.co/epfrgxpegq,Stuttgart
2020-11-24 13:17:18,die @regierungbw hat impfkonzept beschlossen – kostenpunkt: knapp 60 millionen euro. demnach soll es in ganz #baden… https://t.co/zggyse1lbu,Stuttgart
2020-11-24 13:16:21,"nachdem verträgen mit #biontech/#pfizer und #astrazeneca geschlossen sind, ordert die eu-kommission auch corona-imp… https://t.co/chbyizilqw",Stuttgart
2020-11-24 13:13:44,@miaumiau1975 @mibro54517 das ist in der #corona-pandemie nicht zu schaffen. in rlp hat die landesregierung die anz… https://t.co/eartx2qtzt,Stuttgart
2020-11-24 13:03:07,die weihnachtsferien werden nach angaben von ministerpräsident winfried kretschmann (grüne) aus schutz vor corona-i… https://t.co/qu0ufymv2b,Stuttgart
2020-11-24 13:02:23,#gewaltgegenfrauen die frauenhäuser in bw sind inzwischen ganz gut gegen die pandemie gerüstet. frauen brauchen kei… https://t.co/elkpxxtfe5,Stuttgart
2020-11-24 12:55:33,transport des corona-impfstoffs: dhl und kühne + nagel liefern https://t.co/spnyrxbj6q https://t.co/ibftkerp9j,Stuttgart
2020-11-24 12:55:33,bereits im dezember beginnen die impfungen gegen corona. einem medienbericht zufolge sind dhl und kühne + nagel bei… https://t.co/evxctwvkqk,Stuttgart
2020-11-24 12:50:41,hier mal was zur selbstreflexion: verbohrt und arrogant https://t.co/skrjbqw1qt via @zeitonline,Stuttgart
2020-11-24 12:39:55,"🚨unzensiert🚨, [23 nov 2020 um 15:11]
unglaubliche entwicklung⚠️⚠️
ehemaliger vizepräsident und chief science office… https://t.co/9l4veahmcn",Stuttgart
2020-11-24 12:38:38,corona-krise in baden-württemberg: weihnachtsferien werden landesweit verpflichtend verlängert https://t.co/ilfd3vgaqc,Stuttgart
2020-11-24 12:32:35,corona und der hymnus-knabenchor: nöte und tugenden https://t.co/3kaamawdju,Stuttgart
2020-11-24 12:32:33,corona-krise in baden-württemberg: weihnachtsferien werden landesweit verpflichtend verlängert https://t.co/clztvocgly,Stuttgart
2020-11-24 12:24:56,"scheiss „lockdown „ scheiss corona, hier kommt man sich fast wie in einer geisterstadt vor, echt crazy 🤪… https://t.co/hkshqxv4gr",Stuttgart
2020-11-24 12:24:12,die neuen corona-regeln - das weihnachts-kuddelmuddel https://t.co/kz7lggsf7e #stuttgart #nachrichten,Stuttgart
2020-11-24 12:24:11,"@nerdweib ich hab schon seit jeher nen händewasch-tick, das war auch vor corona schon so 😁",Stuttgart
2020-11-24 12:23:36,"scheiss „lockdown „ scheiss corona, hier kommt man sich fast wie in einer geisterstadt vor, echt crazy 🤪… https://t.co/vb8zmu1mrp",Stuttgart
2020-11-24 12:20:10,"nochmal verlängerung und verschärfung der corona-auflagen - geht’s noch?
tilgt das land doch gleich von der landkarte.......",Stuttgart
2020-11-24 12:18:24,corona und der hymnus-knabenchor: nöte und tugenden https://t.co/vzeng2azu3,Stuttgart
2020-11-24 11:58:05,"coronapandemie in baden-württemberg - liveticker zur impfstrategie des landes:
umgang mit dem #impfstoff? wie wird… https://t.co/pw9m6kpsem",Stuttgart
2020-11-24 11:53:49,corona-impfungen im südwesten: fragen und antworten zur strategie der landesregierung https://t.co/f0euvm0fp3,Stuttgart
2020-11-24 11:45:22,wäre super wenn sich ein paar finden die an der umfrage teilnehmen #corona #mns https://t.co/7kpaoolpqi,Stuttgart
2020-11-24 11:28:23,kretschmann: #weihnachtsferien werden in baden-württemberg wegen #corona verlängert - und beginnen überall ab 19. d… https://t.co/krzorbiblj,Stuttgart
2020-11-24 11:28:07,wegen #corona stattet #badenwürttemberg die schulen mit 40 millionen euro aus - jede schule bekommt min. 3.000 euro… https://t.co/s7mcat01w8,Stuttgart
2020-11-24 11:25:43,corona-investitionen - land hilft schulen mit 40 millionen euro https://t.co/0klmqm89cm #stuttgart #nachrichten,Stuttgart
2020-11-24 11:25:01,@m4rci4 corona ist gefährlich,Stuttgart
2020-11-24 11:15:03,homeoffice wegen corona? – coronavirus &amp;amp; arbeitsrecht - handelsblatt- https://t.co/77dohtagal,Stuttgart
2020-11-24 11:11:00,die #digitalisierung hat durch #corona nochmal einen ordentlichen schub bekommen. wie #steuerberater unternehmen -… https://t.co/pgyk6fpu5k,Stuttgart
2020-11-24 11:07:24,corona-impfungen im südwesten: fragen und antworten zur strategie der landesregierung https://t.co/or1lk1oahi,Stuttgart
2020-11-24 11:01:44,welche folgen ziehen wissenschaftler für das #gesundheitssystem aus der 1. welle in der #corona-pandemie? mehr dazu… https://t.co/tpdj3k1s9y,Stuttgart
2020-11-24 10:58:46,"@shomburg @beemexah die gesamtbelegung bleibt unverändert, weil ""nicht dringende"" operationen eben aktuell immer me… https://t.co/khbqd6gmod",Stuttgart
2020-11-24 10:58:34,"wir könnten in der #corona-pandemie besser agieren, wenn wir mehr daten nutzen dürften. es sei fahrlässig, daten zu… https://t.co/ku113aecni",Stuttgart
2020-11-24 10:55:53,klasse text. 👏 an einer stelle allerdings würde ich widersprechen. durchaus mehr menschen als immer wieder suggerie… https://t.co/mtmhnxywwx,Stuttgart
2020-11-24 10:55:39,"hätte mir während des ramadans auch gerne eine politische corona-sonderbehandlung gewünscht (oder auch nicht, wenn… https://t.co/6rll4f3iqt",Stuttgart
2020-11-24 10:46:33,wir haben mit barmer (@barmer_presse) und @bertelsmannst vier renommierte wissenschaftlerinnen und wissenschaftler… https://t.co/518dpkolhr,Stuttgart
2020-11-24 10:39:39,corona-news im live-ticker - corona-warn-app kriegt drei updates bis ende des jahres https://t.co/qog7gdujqd #stuttgart #nachrichten,Stuttgart
2020-11-24 10:37:21,"wenn dir ein corona-schwurbler erlären möchte, dass man art. 2 abs. 2 des gg auch falsch verstehen kann: ""jeder hat… https://t.co/tv6d20mokw",Stuttgart
2020-11-24 10:35:18,@stephanpalagan klasse text! doch ich denke die mehrheit der menschen ist bereit für große veränderungen. geübt sin… https://t.co/bignmpa3tj,Stuttgart
2020-11-24 10:27:23,pläne für corona-regeln: das wollen die länder durchsetzen – eine übersicht https://t.co/jjwdlueamn,Stuttgart
2020-11-24 10:24:56,auch die fachmesse #windenergyhamburg wandert 2020 in den virtuellen raum. dort setzt die veranstaltung auf… https://t.co/hhlfqliflc,Stuttgart
2020-11-24 10:20:34,wir lassen uns von corona nicht den messeherbst vermiesen. das messespecial zur @spsmesse sps connect steht daher i… https://t.co/azmj81kl4h,Stuttgart
2020-11-24 10:10:57,"""es wird keine #impfpflicht
 geben"" sagten sie...#merkel #spahn

eine pflicht vielleicht nicht, aber wer am gesells… https://t.co/n4ttq5hchr",Stuttgart
2020-11-24 10:00:22,"in zeiten von #covid__19 sind blutkonserven knapp. @baekaktuell, heben sie jetzt die medizinisch sinnlose diskrimin… https://t.co/glbufxiuyv",Stuttgart
2020-11-24 10:00:17,das weihnachtsgeschäft im nov/dez ist für den einzelhandel entscheidend für das jahresergebnis. da kam die zweite c… https://t.co/kzsnov2e1j,Stuttgart
2020-11-24 09:48:13,pläne für corona-regeln: das wollen die länder durchsetzen – eine übersicht https://t.co/ozi95paqeo,Stuttgart
2020-11-24 09:43:25,"in diesen zeiten muss man kreativ sein, um corona-konform weihnachtsbäume zum kauf anzubieten. in diesem fall nachh… https://t.co/gbhlenf4jn",Stuttgart
2020-11-24 09:41:46,@leo06912277 @michaela_hh78 doch darin bin ich mir sicher dass die abtritt. fie frage ist nur ob nächstes jahr auch… https://t.co/cjesem8zax,Stuttgart
2020-11-24 09:35:41,deutscher startup monitor 2020 (#dsm 2020) – startups in corona-zeiten #dsm2020 https://t.co/ecsniicerd #startup… https://t.co/vxvzubmhrd,Stuttgart
2020-11-24 09:34:46,innovationsfinanzierung = toilettenpapier?! covid-19 und die zukunft der innovation: 5 thesen des fraunhofer-verbun… https://t.co/wrgptraruu,Stuttgart
2020-11-24 09:31:32,"das ergibt, nach ""spiegel""-informationen, eine interne statistik der #bundespolizei. #corona #infektionszahlen… https://t.co/fekeqfliug",Stuttgart
2020-11-24 09:06:21,auswirkungen von corona: feindliche übernahme – so zerstört das coronavirus menschliche zellen https://t.co/bvpfhzkjmj,Stuttgart
2020-11-24 08:53:42,"@so_malim darauf warte ich schon lange, viel zu lange! heute morgen im @swr3 radio. die gastronomen haben bisher no… https://t.co/gvriaxymwx",Stuttgart
2020-11-24 08:53:33,sie hams verkackt. 😢 https://t.co/e6shikw6dl https://t.co/scoagssbwu,Stuttgart
2020-11-24 08:51:02,freue mich auf die heutige onlinediskussion mit @aa_kultur &amp; aušrinė žilinskienė zu akbp in zeiten von globalisieru… https://t.co/uu7il3ejhr,Stuttgart
2020-11-24 08:45:29,auswirkungen von corona: feindliche übernahme – so zerstört das coronavirus menschliche zellen https://t.co/gscxuw7hbi,Stuttgart
2020-11-24 08:43:03,"in zeiten von #covid__19 sind blutkonserven knapp. @baekaktuell, heben sie jetzt die medizinisch sinnlose diskrimin… https://t.co/tk6f6zb1ml",Stuttgart
2020-11-24 08:40:18,tübingen/münchen/amsterdam: curevac möchte corona-impfstoff in amsterdam produzieren https://t.co/hx7evdhpe8,Stuttgart
2020-11-24 08:32:13,antisemitismusbeauftragter spricht von verharmlosung des holocausts https://t.co/rhtjvfonf9 via @zeitonline,Stuttgart
2020-11-24 08:29:44,"#goodnews #konjunktur #corona
das 🇩🇪 #bip ist im iii. quartal 2020 mit einem plus von 8,5% stärker gewachsen als bi… https://t.co/mwndzgrgzb",Stuttgart
2020-11-24 08:24:19,umgang mit corona: verbohrt und arrogant | zeit online https://t.co/f0fprdo9j7,Stuttgart
2020-11-24 08:20:21,"@drumheadberlin @bild zu essen gibt es an weihnachten wegen der übertragungsgefahr je 1 würstchen und 1 kartoffel,… https://t.co/zhar3jfflx",Stuttgart
2020-11-24 08:17:07,"auswirkungen von corona
feindliche übernahme – so zerstört das coronavirus menschliche zellen
https://t.co/vsrrs4m4eg",Stuttgart
2020-11-24 08:16:42,corona und klimawandel: corona nur winzige delle bei treibhausgas-ausstoß https://t.co/dprhhdeljl,Stuttgart
2020-11-24 08:16:42,coronavirus und schule: länder-entwurf: maskenpflicht in corona-hotspots ab klasse sieben https://t.co/j5pro7byfd,Stuttgart
2020-11-24 08:15:11,"corona und klimawandel
corona nur winzige delle bei treibhausgas-ausstoß
https://t.co/gzys9fkbec",Stuttgart
2020-11-24 08:14:44,"corona und klimawandel
corona nur winzige delle bei treibhausgas-ausstoß
https://t.co/oemlzqybab",Stuttgart
2020-11-24 08:13:43,es hat durch das corona-bedingte lahmlegen vieler wirtschaftsbereiche weniger treibhausgas-emissionen gegeben. verl… https://t.co/mf19v5fav1,Stuttgart
2020-11-24 08:10:47,"morgen, 25.11. 20 uhr: theater vs. corona — die kulturnation deutschland in der (weltvirus-)krise. es diskutiert mi… https://t.co/ty4rv5tzvm",Stuttgart
2020-11-24 08:02:37,"das landesgesundheitsamt hat 1.246 neue, nachgewiesene corona-infektionen für #badenwürttemberg gemeldet (stand ges… https://t.co/cbd7z5diph",Stuttgart
2020-11-24 08:02:09,also steckt vielleicht doch eher elon hinter corona und co.!!1!1!!! https://t.co/5xezxthtln,Stuttgart
2020-11-24 07:58:20,in manchen regionen soll nach dem willen der länder künftig ab klasse sieben grundsätzlich eine maskenpflicht auch… https://t.co/3dvhpb2jui,Stuttgart
2020-11-24 07:58:19,"um die gefahr von corona-infektionen im umfeld der feierlichkeiten so gering wie möglich zu halten, sollen sich die… https://t.co/9gphswfctp",Stuttgart
2020-11-24 07:50:55,gute nachrichten. das corona-virus wird an weihnachten und silvester inaktiv sein. darauf hat es sich mit bund und ländern geeinigt.,Stuttgart
2020-11-24 07:47:48,"in zeiten von #covid__19 sind blutkonserven knapp. @baekaktuell, heben sie jetzt die medizinisch sinnlose diskrimin… https://t.co/2r6y9lub08",Stuttgart
2020-11-24 07:46:31,"@wissing @fdp @dlf nur mal so
corona ist für die regierenden ein geschenk gottes. nie war es so leicht, diktatorisc… https://t.co/osh8wzprxh",Stuttgart
2020-11-24 07:44:01,"einheitliche regelungen. ob die bestand haben bis weihnachten?
länder einigen sich auf corona-regeln für weihnachte… https://t.co/xz03yqhvva",Stuttgart
2020-11-24 07:22:31,"@ingo_keck @phpmacher ingo, es langt. ich habe dich immer für einen wissenschaftlich arbeitenden menschen gehalten,… https://t.co/xai0srnlib",Stuttgart
2020-11-24 07:21:32,"-konntest du die messung vor corona noch machen? kannst du die daten noch hier einfügen?
-ja *daten einfüg*
-prima,… https://t.co/lepqteu6t1",Stuttgart
2020-11-24 07:21:10,"@ingo_keck @phpmacher ein beispiel: https://t.co/wfpdd21sjt
und so sieht es inzwischen bundesweit aus.",Stuttgart
2020-11-24 07:20:37,"@shomburg @aaxelito23 ich bezweifle schlicht alles, was sie zum thema corona von sich geben. was jeder machen sollt… https://t.co/plsp0koceb",Stuttgart
2020-11-24 07:07:22,"kennen sie ""frag den ob""? hier können sie ob dr. jürgen zieger ihre fragen stellen, fragen anderer kommentieren &amp; e… https://t.co/5zein5cjhc",Stuttgart
2020-11-24 07:00:00,"‼️ eure fragen rund um #corona: seit heute gibt es eine dritte telefonnummer, unter der ihr euch an die stadt wende… https://t.co/mdhysfdkou",Stuttgart
2020-11-24 06:56:59,wer mag noch nationalmannschaft gucken? das war schon vor corona und sechszunull kein spaß. eine analyse mit einsfu… https://t.co/9gnlopqd1q,Stuttgart
2020-11-24 06:54:32,fehlen absatzmöglichkeiten für wildbret wegen corona-pandemie? / 24.11.2020 https://t.co/lzxkdnly6s,Stuttgart
2020-11-24 06:49:54,"du weißt, es ist corona/covid, wenn du nachts aus einem alptraum aufwachst, in dem du eine ganze lange zugfahrt lan… https://t.co/r4fquiiekx",Stuttgart
2020-11-24 06:25:11,weihnachtsferien starten in bayern früher https://t.co/rffzpij1mr via @br24,Stuttgart
2020-11-24 05:55:41,@webkaese in der wohnanlage meiner eltern (betreutes wohnen mit angeschlossenem alten- und pflegeheim) sind inzwisc… https://t.co/ask5kwjagd,Stuttgart
2020-11-24 05:30:06,"jetzt kenn ich die herkunftsgeschichte von #walkingdead
2020 kam #corona. anfang 2021 kam die impfung. wochen nach… https://t.co/uoxyf6dkzt",Stuttgart
2020-11-24 05:15:52,"@steinhoefel ich denke, corona wird nie ""vorbei"" sein, sondern uns, wie die grippe, regelmäßig besuchen wird.

zumi… https://t.co/jrg76vnc0y",Stuttgart
2020-11-24 05:12:32,fehlen absatzmöglichkeiten für wildbret wegen corona-pandemie? / 24.11.2020 https://t.co/xh8zwkytdc,Stuttgart
2020-11-24 05:05:13,"was bedeutet es, wenn einem ein  "" freiheitspass"" ausgestellt werden muß?? https://t.co/pyizd2jozt",Stuttgart
2020-11-24 05:02:03,corona-schutz auf nerzfarmen: trifft auch italien vorkehrungen? / 24.11.2020 https://t.co/pacvztlq6n,Stuttgart
2020-11-24 03:58:08,@dushanwegner ohne worte!! https://t.co/pyizd2jozt,Stuttgart
2020-11-24 02:30:49,@misspennywise2 @mr_empty_hier das stimmt nur bedingt weil nur die stationen auf anschlag sind die mit corona zu tu… https://t.co/8m6lr6rbrq,Stuttgart
2020-11-24 02:08:32,corona-schutz auf nerzfarmen: trifft auch italien vorkehrungen? / 24.11.2020 https://t.co/hupb1xego2,Stuttgart
2020-11-24 00:11:36,"guten abend herr @damohr, wenn sie schon über querdenken-711 und mich berichten, verwenden sie doch bitte ein bild… https://t.co/brf4r6ncg1",Stuttgart
2020-11-23 23:50:14,"@oezgec1m wenn corona keine faxxen macht, dann aufjedenfall",Stuttgart
2020-11-23 23:42:18,"antifa errichtet eine straßensperre in waiblingen am montag abend gegen die disco-demo der corona-rebellen

https://t.co/6cmbylywe1",Stuttgart
2020-11-23 23:15:51,"hier meine fragen, die ich in einem antwortthread auf einen den vorstoß der @cdunrw_fraktion begrüßenden tweet von… https://t.co/f0ycqqmmhs",Stuttgart
2020-11-23 23:15:49,"(was ich sehr begrüße), obwohl es ihre eigene landesregierung war, die ein solches verbot schon mitte oktober in di… https://t.co/vxukd3jpld",Stuttgart
2020-11-23 23:15:48,"fragend scheiten wir voran ...

thread mit fragen, in dem ich versuche, zu verstehen, warum die @cdunrw_fraktion je… https://t.co/dr81encepf",Stuttgart
2020-11-23 22:55:18,corona-pandemie: länder wollen teil-lockdown bis kurz vor weihnachten verlängern https://t.co/edgumngqft,Stuttgart
2020-11-23 22:42:20,plötzlicher corona-massentest: am flughafen shanghai bricht chaos aus https://t.co/aoak0ouihh,Stuttgart
2020-11-23 22:23:19,"@arndt_klocke @cdunrw_fraktion @fdpfraktionnrw @sexworkid @sexworkpol @trolesheike (nach allem, was über die kanzle… https://t.co/ikaauxy4kv",Stuttgart
2020-11-23 22:06:40,die länder wollen den teil-lockdown offenbar bis zum 20. dezember verlängern. darauf sollen sich die ministerpräsid… https://t.co/ww7ycjo3om,Stuttgart
2020-11-23 21:52:22,freue mich jz schon wenn corona vorbei ist und ich mich mit @m0neycs auf der esl one besaufen kann,Stuttgart
2020-11-23 21:46:13,"wie wir gerade erst von der cdu (herrn schäuble) im zshg.  mit corona gehört haben, ist nicht das leben das maximal… https://t.co/crfctw0sxp",Stuttgart
2020-11-23 21:39:34,wie krass sich die couch durch corona abnutzt - dafür sind die dinger gar nicht ausgelegt 🙄,Stuttgart
2020-11-23 21:37:09,"mein vater rief mich heute an und erzählte mir von seinem kollegen, dessen vater, der im gleichen haus wohnt, typis… https://t.co/kcw6gywdhc",Stuttgart
2020-11-23 21:37:09,"kurzer #corona-rant:

ich mache mir inzwischen wirklich sorgen um meine eltern, die, im gegensatz zu mir, ihre hint… https://t.co/p5lnjqnye1",Stuttgart
2020-11-23 21:32:46,wann kommt der corona-impfstoff in deutschland? wie läuft das zulassungserfahren der eu? antworten heute abend in u… https://t.co/eembfdorja,Stuttgart
2020-11-23 21:30:36,@bernard_a81 @mdbwendt es wird immer ein grund gegen feuerwerk gesucht. jetzt corona. als alternative ein großes fe… https://t.co/jmyhbh5lhs,Stuttgart
2020-11-23 21:22:21,"hannes rockenbauch im gespräch auf dem blauen sofa mit thorsten schwämmle, dem geschäftsführer des kraftpaule, über… https://t.co/mpuae1c3ar",Stuttgart
2020-11-23 21:08:18,diese analyse von bernd ulrich in @diezeit über die viel zu große kompromissfähigkeit von #diegrünen sei allen und… https://t.co/1pcy0qvbce,Stuttgart
2020-11-23 20:24:43,@boxfnw glaub nt wegen corona und es is ja bald nächstes jahr xd,Stuttgart
2020-11-23 20:23:46,"für diesen ""schwedischen versuch"" mussten tausende menschen sterben, vor allem alte

corona-news: schweden macht ke… https://t.co/ldviqoyhvk",Stuttgart
2020-11-23 20:18:12,lesenswerter thread (!) über corona-maßnahmen. https://t.co/96ymjutajq,Stuttgart
2020-11-23 20:14:35,kampf gegen die pandemie: impfstoffe im überblick: die wichtigsten fragen und antworten zu den corona-impfstoffen… https://t.co/abyij17n9w,Stuttgart
2020-11-23 19:58:04,"laut schulleiter gibt es dank corona nächstes jahr weniger budget für schulen.
wie viel milliarden schenken wir noc… https://t.co/cjftkpdtui",Stuttgart
2020-11-23 19:42:13,@keremderfahrer fr die denken alle sie sind freiheitskämpfer des 21.jahrhunderts und in 100 jahren werden ihnen all… https://t.co/ug6voe8vk7,Stuttgart
2020-11-23 19:22:13,"hey @olafscholz , @hubertus_heil,  @peteraltmaier und @bundesagentur ist das wirklich euer ernst?! so soll eine unb… https://t.co/gf6tky6vb8",Stuttgart
2020-11-23 19:20:12,"stimmen sie am ende der sendung ab: ist corona wichtig genug, um unser leben so drastisch einzuschränken? 

das wär… https://t.co/irbdfcchhr",Stuttgart
2020-11-23 19:17:19,@verenami1 ich hab es dieses jahr auch endlich geschafft mir einen zu kaufen 😀🌲🌟 und da müsste schon corona heftig… https://t.co/hxa1yt9b7j,Stuttgart
2020-11-23 19:17:15,jerusalema dance challenge: darum ist sie der hit in der corona-krise https://t.co/66ezf5ocwk,Stuttgart
2020-11-23 19:02:32,"@zevaanna ist das von dem leiter der nutzlosen covid-klinink in der berliner messehalle, der corona-kritik mit ausc… https://t.co/rbeofilrkh",Stuttgart
2020-11-23 18:44:26,corona-krise in baden-württemberg: kretschmann will weihnachtsferien verlängern https://t.co/fjtwl8l5w2,Stuttgart
2020-11-23 18:44:15,szenarien wie diese sind ja auch nicht weit hergeholt https://t.co/pcjf7kpmwc,Stuttgart
2020-11-23 18:36:40,wegen corona - baden-württemberg will weihnachtsferien verlängern https://t.co/idoptl5ctw #stuttgart #nachrichten,Stuttgart
2020-11-23 18:29:24,ministerpräsident winfried kretschmann will sich bei der anstehenden bund-länder-schalte für längere weihnachtsferi… https://t.co/d2shaxkeur,Stuttgart
2020-11-23 18:28:26,corona-infektionen in baden-württemberg: weniger neue fälle im südwesten bestätigt https://t.co/acgko3qjez,Stuttgart
2020-11-23 18:21:38,corona-news im live-ticker - baden-württemberg will weihnachtsferien verlängern https://t.co/qtqnn82gxt #stuttgart #nachrichten,Stuttgart
2020-11-23 18:19:23,"auch wenn die zahl der #coronavirus-infektionen derzeit relativ stabil ist, die situation in krankenhäusern bleibt… https://t.co/hxke2ut5ef",Stuttgart
2020-11-23 17:56:15,"corona-lockdown vor weihnachten – für merz gibt es immer nur: ich, ich, ich https://t.co/tlv3pn5w4d via @tonline",Stuttgart
2020-11-23 17:49:33,nach angaben des landesgesundheitsamtes vom montag ist die zahl der bestätigten corona-infektionen in baden-württem… https://t.co/rwkaq0z7ve,Stuttgart
2020-11-23 17:35:57,"@falsel_net @pavel23 da war meine laienhafte einschätzung gar nicht sooooo weit daneben: wenn
- nur 75% der bevölke… https://t.co/cc8kgxsc80",Stuttgart
2020-11-23 17:33:41,"@jenshaag1 @larsiboy11 @onkeljurgen @and_smartie super !..der kriminelle philanthrop soros, wegen 1000facher us- wa… https://t.co/rogkagw3mg",Stuttgart
2020-11-23 17:32:31,"@lilalaune68 @larsiboy11 super !..der kriminelle philanthrop soros, wegen 1000facher us- wahlmanipulation verhaftet… https://t.co/5nzeuwklvs",Stuttgart
2020-11-23 17:29:46,leben im corona-teil-lockdown: wir pandemüden https://t.co/cdygkiua7g,Stuttgart
2020-11-23 17:29:46,kampf gegen corona: an diesen standorten in stuttgart und region sollen impfzentren entstehen https://t.co/a21lanzvgn,Stuttgart
2020-11-23 17:28:32,"@jurischnoeller naja, nicht ganz korrekt, siehe https://t.co/fhwcqbftrf und https://t.co/biqtg31pys

ob diese zelle… https://t.co/9dcnth2naf",Stuttgart
