date,text,place
2020-11-25 18:43:49,corona-krise in deutschland: strenge kontaktbeschränkungen im dezember geplant https://t.co/w24fjbw29n,Stuttgart
2020-11-25 18:39:39,@karl_lauterbach @hendrikstreeck @jensspahn @markus_soeder @tschenpe die überschrift könnte lauten: trump hatte cor… https://t.co/szc99hv5gh,Stuttgart
2020-11-25 18:39:03,corona-news: der antrag auf die #novemberhilfe ist nun online und kann gestellt werden. den antrag könnt ihr ab sof… https://t.co/bwgvqretdf,Stuttgart
2020-11-25 18:30:08,"unternehmen auf dem land sind in der krise resistenter als betriebe in den städten. warum das so ist, lesen sie hie… https://t.co/bzcs1surtd",Stuttgart
2020-11-25 18:16:52,@bb12_de sex legal mit 14-jährigen kommt von den grünen dann als nächster schritt (bisher war es bei denen ja wohl… https://t.co/n1pdqcna3f,Stuttgart
2020-11-25 18:14:04,coronavirus in baden-württemberg: mehr als 2800 neue corona-fälle im südwesten https://t.co/fg9i3vaypf,Stuttgart
2020-11-25 18:14:03,corona-krise in deutschland: strenge kontaktbeschränkungen im dezember geplant https://t.co/rbz9nnc1vf,Stuttgart
2020-11-25 18:13:04,coronavirus in baden-württemberg: mehr als 2800 neue corona-fälle im südwesten https://t.co/j9q5e07ktv,Stuttgart
2020-11-25 17:48:27,"@goia klar, corona wohnt nicht in schulen.
wissen wir doch....
warum dann überhaupt halbseidene hygienekonzepte?
ma… https://t.co/7gwpwhlndw",Stuttgart
2020-11-25 17:40:50,"@bild was machen diese ganzen flaschen spahn, söder &amp; co. eigentlich, wenn corona vorbei ist. mit ihren faschistoid… https://t.co/cjen9bsbew",Stuttgart
2020-11-25 17:24:23,ein jahr mit dem virus: woher kommt corona? https://t.co/qryw7d3p6a,Stuttgart
2020-11-25 17:24:16,"heute war die erste digitale sprechstunde zum reservierungssystem #churchevents, durchgeführt von der @ekhn_de. vie… https://t.co/18nxrrpp3t",Stuttgart
2020-11-25 17:20:39,"aktuelle #corona-zahlen für bw: laut landesgesundheitsamt 2.837 neue infektionen, 49 weitere todesfälle und landesw… https://t.co/8xxgkhbazn",Stuttgart
2020-11-25 17:16:07,"vorweihnachtsstimmung trotz #corona: seit heute erleuchten die ""glanzlichter"" das gebiet rund um den #schlossplatz… https://t.co/9x5cmkplko",Stuttgart
2020-11-25 17:15:02,stuttgarter initiative gegen corona-maßnahmen: muss die polizei bei den „querdenkern“ stärker eingreifen? https://t.co/r2nm1y8p9v,Stuttgart
2020-11-25 17:15:01,firmen und selbstständige in der corona-krise: anträge auf novemberhilfen ab sofort möglich https://t.co/harqp46hdu,Stuttgart
2020-11-25 17:13:56,"dinge die man in deutschland schneller kriegt als termin bei psychologe:
-koks 
-waffen
-impfstoff gegen corona",Stuttgart
2020-11-25 17:12:25,💩nu hat tochter corona 😬 glücklicherweise nur leichte symptome. hoffentlich bleibt es dabei.,Stuttgart
2020-11-25 17:06:50,seit fast einem jahr hat die #corona-pandemie die welt fest im griff. was wir bislang über die entstehung des virus… https://t.co/uxyr3nyhdq,Stuttgart
2020-11-25 16:59:40,ein jahr mit dem virus: woher kommt corona? https://t.co/wg52qznrxt,Stuttgart
2020-11-25 16:56:06,"""die corona-zeit macht deutlich, dass wir mit unserem althergebrachten wirtschaften an grenzen stoßen"", sagt mdl bo… https://t.co/3ehnbcbu67",Stuttgart
2020-11-25 16:52:41,"wie verlogen unsere welt ist zeigt sich in den kommenden stunden bei #maradonna

ein mensch der durch #drogen sein… https://t.co/vd936f0egm",Stuttgart
2020-11-25 16:50:59,stuttgarter initiative gegen corona-maßnahmen: muss die polizei bei den „querdenkern“ stärker eingreifen? https://t.co/hmwkuha2ve,Stuttgart
2020-11-25 16:44:55,"ich wenn man nach corona wieder tanzen darf

*the eyes chico, they never lie https://t.co/m4gaxw6wmz",Stuttgart
2020-11-25 16:40:17,würdet ihr trotz corona nur eine person treffen und bei ihr paar tage übernachten?,Stuttgart
2020-11-25 16:38:42,corona-gipfel der bundesregierung: handel warnt vor strengeren vorgaben zur kundenzahl https://t.co/7ikgdtrfm2,Stuttgart
2020-11-25 16:32:57,coronavirus in deutschland: rki veröffentlicht neue version der corona-warn-app https://t.co/m72qvkltrg,Stuttgart
2020-11-25 16:32:45,@teresadivicenzo @annette_bulut @whatsup_sloth der landkreis #hildburghausen in #thüringen hat heute die 500 übersc… https://t.co/ir69xf0pvi,Stuttgart
2020-11-25 16:27:11,firmen und selbstständige in der corona-krise: anträge auf novemberhilfen ab sofort möglich https://t.co/yotldtqmmo,Stuttgart
2020-11-25 16:25:17,gefährdete bürgerrechte und desolate finanzen in zeiten der corona-hyste... https://t.co/bp41q026jj via @youtube,Stuttgart
2020-11-25 16:05:40,coronavirus in deutschland: rki veröffentlicht neue version der corona-warn-app https://t.co/w7unevtk7l,Stuttgart
2020-11-25 15:59:40,"vor einem jahr sind die ersten fälle einer neuen lungenkrankheit bekannt geworden. seither arbeiten forscher daran,… https://t.co/smorinpcz0",Stuttgart
2020-11-25 15:58:28,"update: coronavirus (stand: 25.11.2020 / 16:00 uhr)
um 139 ist die gesamtzahl der covid-19-fälle seit gestern im la… https://t.co/hxgufjd5h1",Stuttgart
2020-11-25 15:55:12,corona-gipfel der bundesregierung: handel warnt vor strengeren vorgaben zur kundenzahl https://t.co/t2nwsnt3th,Stuttgart
2020-11-25 15:55:03,überfüllte intensivstationen: corona-massentests starten anfang dezember / 25.11.2020 https://t.co/qtrnpj8jzf,Stuttgart
2020-11-25 15:54:42,ursula von der leyen sagt: - covid-19 ist in der eu aktuell todesursache nr. 1 https://t.co/vubzrmoxdv #stuttgart #nachrichten,Stuttgart
2020-11-25 15:54:29,im rems-murr-kreis sind 825 aktive coronavirus-fälle bekannt. das sind 84 aktive fälle mehr als am dienstag. die fa… https://t.co/chhtjm69d2,Stuttgart
2020-11-25 15:51:08,"ginge es nach der bundesregierung, gäbe es jetzt bereits schärfere corona-auflagen für schulen, wie etwa halbierte… https://t.co/fws974ubvk",Stuttgart
2020-11-25 15:46:32,corona-massentests starten anfang dezember / 25.11.2020 https://t.co/by1mldiqhb https://t.co/kxdfdacvrf,Stuttgart
2020-11-25 15:33:52,neuer podcast: „stz feierabend“: ein jahr corona – was wissen wir über das virus? https://t.co/5lkbkduq0t,Stuttgart
2020-11-25 15:27:33,corona-krise in stuttgart: das halten stuttgarter von lockereren kontaktregeln an weihnachten https://t.co/hcnxbycefn,Stuttgart
2020-11-25 15:23:23,"@welt die hintergründe, warum da leichen ""gelagert"" werden aber bitte nicht beleuchten. sonst könntet ihr ja noch j… https://t.co/f1wzniq3un",Stuttgart
2020-11-25 15:19:11,"schweinepest, corona &amp; co - der vormarsch neuer viren | leschs kosmos
https://t.co/h9w3chxea2

#viren #corona #coronavirus",Stuttgart
2020-11-25 15:10:45,corona-krise in stuttgart: das halten stuttgarter von lockereren kontaktregeln an weihnachten https://t.co/ktwfszvg3b,Stuttgart
2020-11-25 15:09:11,"der ""adventszauber"", eine #corona-alternative zum traditionellen weihnachtsmarkt in @stuttgart_stadt, geht heute mi… https://t.co/retifyjryh",Stuttgart
2020-11-25 14:50:00,"wenn der die das genderingnazi*inn einkaufen geht 
man man man nervt diese schluckaufsprache
#coronafail #corona… https://t.co/398ybvr7dw",Stuttgart
2020-11-25 14:23:27,corona-leugner und querdenker: journalistenverband: polizei muss feindesliste ernst nehmen https://t.co/1n9emzcjai,Stuttgart
2020-11-25 14:18:44,corona-news im live-ticker - biontech erwartet hohe impfstoff-kapazitäten https://t.co/er94f51xld #stuttgart #nachrichten,Stuttgart
2020-11-25 14:08:07,"um sie auch in der zeit der corona-pandemie optimal mit informationen zu versorgen, bieten wir ihnen runderneuerte… https://t.co/zp5zrchpe5",Stuttgart
2020-11-25 14:02:04,corona-leugner und querdenker: journalistenverband: polizei muss feindesliste ernst nehmen https://t.co/6wg0lnk87p,Stuttgart
2020-11-25 13:59:07,"während der corona-pandemie hat sich die #gewaltgegenfrauen verschlimmert. der heutige ""internationale tag gegen ge… https://t.co/aazbaatrxu",Stuttgart
2020-11-25 13:57:51,"@spacedani in meiner familie sind super viele krank. alle corona negativ aber krass erkältung, blasenentzündund und… https://t.co/hztvsfwboo",Stuttgart
2020-11-25 13:56:52,@markus_soeder corona ist auch über das bildschirm übertragbar😂einfach lächerlich der söder!,Stuttgart
2020-11-25 13:55:14,rechtsstaatlichkeit ausklammern: orban drängt berlin zu raschen corona-hilfen https://t.co/qeuu4lmrpc,Stuttgart
2020-11-25 13:50:41,"der vorstandsvorsitzende des #vfb #stuttgart, @thomashitz, hat sich am mittwoch (25.11.) gemeinsam mit präsident… https://t.co/tbykbuhyxh",Stuttgart
2020-11-25 13:41:05,die pandemie hat auch den traditionsverein aus bad cannstatt fest im griff. aber vorstandschef @thomashitz betont:… https://t.co/vr6nadnrsg,Stuttgart
2020-11-25 13:39:52,"yeahaw!
ach ja, mal nichts mit #corona, #klimakrise oder #trump.
tut auch mal gut. https://t.co/dbwtaasuhs",Stuttgart
2020-11-25 13:31:24,@ntvde traurig und schlimm 😞 das passiert wenn man bei allem sehr einseitig denkt und wegen corona leider andere kr… https://t.co/1tfks4wabb,Stuttgart
2020-11-25 13:30:40,einzelhandel in corona-zeiten: frankreich verschiebt den black friday https://t.co/nagatmjnrq,Stuttgart
2020-11-25 13:29:18,corona-krise in stuttgart und region: appelle müssen alle erreichen https://t.co/xek2db9puh,Stuttgart
2020-11-25 13:14:56,"in metzingens einkaufsstraßen ist trotz #corona viel los:
https://t.co/uhngiqjwx2",Stuttgart
2020-11-25 13:10:07,corona-krise in stuttgart und region: appelle müssen alle erreichen https://t.co/cdgsnnxesr,Stuttgart
2020-11-25 12:59:12,weihnachten in corona-zeiten: virologe christian drosten gibt es jetzt als räuchermann https://t.co/kb56azskpl,Stuttgart
2020-11-25 12:58:41,die #corona-infektionszahlen sind überall in #badenwuerttemberg auf hohem niveau - an manchen orten jedoch besonder… https://t.co/n3v4nbsbny,Stuttgart
2020-11-25 12:58:30,"exklusiv: die hitzlintat-bilanz!

✅ hofbräu 
✅ aufstieg
✅ 4g im stadion
✅ gonzalez 2024

❌ santi verkauft
❌ corona",Stuttgart
2020-11-25 12:58:16,einzelhandel in corona-zeiten: frankreich verschiebt den black friday https://t.co/oj16bsnrkr,Stuttgart
2020-11-25 12:54:56,meine mom wurde positiv auf corona getestet und ihr geht's nicht wirklich gut. der mann und ich sind jetzt offiziel… https://t.co/7n0p7iyrbk,Stuttgart
2020-11-25 12:52:53,"wenn die lieben kollegen regelmäßig dafür sorgen, dass ein licht am ende des corona-tunnels zu sehen ist. ❤️ https://t.co/ucwlucoxwq",Stuttgart
2020-11-25 12:51:53,"@blog_fefe_de in der episode 66 des @ndrinfo corona podcasts erwähnt @c_drosten auch einige ""studien"", die wohl kün… https://t.co/fdmrwrbjjl",Stuttgart
2020-11-25 12:43:38,berichte aus dem virus-alltag: im einsatz in der pandemie: „ich trete auch den corona-leugnern mit respekt entgegen… https://t.co/uvqydihnwb,Stuttgart
2020-11-25 12:41:53,"preise für wohnimmobilien im 3. quartal 2020: +2,6 % zum vorquartal. preissteigerung zum vorjahresquartal mit +7,8… https://t.co/owh6wh8fsj",Stuttgart
2020-11-25 12:39:52,🌲 nur noch knapp einen monat bis weihnachten. trotz corona werden wir zu eva´s stall einladen. nach dem gemeinsamen… https://t.co/9pumitt9aa,Stuttgart
2020-11-25 12:30:33,"@holgerkopp @karl_lauterbach um das zu begreifen braucht man etwas, das aufgrund corona abhanden gekommen bzw. vernichtet wurde. #sarkasmus",Stuttgart
2020-11-25 12:28:05,in der debatte um längere #weihnachtsferien zum schutz vor corona-infektionen warnt die baden-württembergische kult… https://t.co/t3uapvfwka,Stuttgart
2020-11-25 12:24:44,@fraulingen @mido42181449 @gabielenadohm @risklayer an der grundschule meines sohnes gab es seit beginn der sommerf… https://t.co/8sfk5vzmgd,Stuttgart
2020-11-25 12:24:40,weihnachten in corona-zeiten: virologe christian drosten gibt es jetzt als räuchermann https://t.co/gkrdpjmtvg,Stuttgart
2020-11-25 12:05:59,"@annaboerse @afd_muenster @mr_timwick @heikomaas .es ist ja logisch, dass die jüdin kahane sämtl. anti-corona prote… https://t.co/q7mnu5wojh",Stuttgart
2020-11-25 11:57:24,"@winnehermann 
gibt es - entgegen ihrer überzeugung - trotz masken doch eine #corona-infektionsgefahr im zug? oder… https://t.co/xr1yevyppm",Stuttgart
2020-11-25 11:33:52,auch bei covid-19-patient*innen zählt oftmals jede minute. dann sind unsere luftretter*innen zur stelle. einen einb… https://t.co/m0la6hmkzh,Stuttgart
2020-11-25 11:32:27,@stompsava hier ist ein aktuelles bild. die fallzahlen gehen immer noch nicht runter. man bekommt nur eine stagnati… https://t.co/8mqy9ut9gl,Stuttgart
2020-11-25 11:23:07,auf der jahrespressekonferenz präsentierte das bundesamt für verbraucherschutz und lebensmittelsicherheit (… https://t.co/vuvllhndfx,Stuttgart
2020-11-25 11:20:34,curevac und @wackerchemie arbeiten zukünftig bei der produktion von  curevacs #covid19– #impfstoff-kandidaten… https://t.co/zptwprycfx,Stuttgart
2020-11-25 11:15:00,"#medi bietet hochwertige #schutzmaterialien, #schnelltests und #luftdesinfektionsgeräte für #artpraxen an zum schut… https://t.co/1ljcnlux3v",Stuttgart
2020-11-25 11:07:16,@seriengruender ...die schweiz hat auch keine wef + merkel corona-diktatur !,Stuttgart
2020-11-25 10:52:55,verbände warnen - schüler leiden unter corona-lockdown https://t.co/hzpyy8qqug #stuttgart #nachrichten,Stuttgart
2020-11-25 10:39:46,"beschreibt das jahr #2020 am besten #corona #covid_19 #covid @ stuttgart, germany https://t.co/5sksncyamb",Stuttgart
2020-11-25 10:35:48,dr. reiner fuellmich: die corona-sammelklage https://t.co/u152uduu4h via @youtube,Stuttgart
2020-11-25 10:33:43,@sapienswell @marcobuschmann @it_is_me_thomas @fdpbt @hendrikstreeck @chanasitjonas krasses interview von #streeck… https://t.co/kabhkdq701,Stuttgart
2020-11-25 10:33:41,zur halbierung der kontakte lockdown an geraden werktagen für menschen mit geradem geburtstag (2.4.6.8.10...)und un… https://t.co/g2zkfmnmf3,Stuttgart
2020-11-25 10:18:40,"es gibt 7 variable zur ansteuerung: zeit, maske, distanz, desinfektion, raum, zahl und event(arbeit , schule, sport… https://t.co/jrcma5ptbj",Stuttgart
2020-11-25 10:16:32,praxis universal transport: schwergutprofis meistern die corona-krise https://t.co/pck5cwtmgf,Stuttgart
2020-11-25 10:14:55,"#corona und #luftqualität im #klassenzimmer: eine untersuchung der thm zeigt, dass der einfachste weg zu lüften zu… https://t.co/cwrlin1lkt",Stuttgart
2020-11-25 10:11:39,der @gruenebw politiker @usckerl kritisiert den umgang der polizei mit den demonstranten der @querdenken711-bewegun… https://t.co/gjem43yakw,Stuttgart
2020-11-25 09:53:11,"@jens140180 erfreulich ist, dass es immer mehr menschen gibt, die diese #corona lügen nicht mehr glauben, und dinge… https://t.co/owhgnbvrvq",Stuttgart
2020-11-25 09:44:21,"heute nacht haben wir zur abwechslung mal auf der ausziehcouch im wohnzimmer geschlafen. 
corona-urlaub im hotel 2.0 😁",Stuttgart
2020-11-25 09:28:36,studie zu schulen in der corona-krise: schulen spielen bei verbreitung des coronavirus keine große rolle https://t.co/vztpf9aqur,Stuttgart
2020-11-25 09:28:19,"nicht nur in den gemeinderäten, auch in anderen öffentlichen betrieben sind lösungen für die kommunikation in zeite… https://t.co/f5bjbnaakq",Stuttgart
2020-11-25 09:24:03,"@karl_lauterbach also schadet paar wochen ohne präsenzunterricht mehr als covid-19 mit den, auch von ihnen in den l… https://t.co/6pzlo8aoqd",Stuttgart
2020-11-25 09:19:11,zum schutz vor #corona u. anderen #infektionen in der erkältungszeit können unsere kunden ab heute online termine i… https://t.co/g2n8wtxlzm,Stuttgart
2020-11-25 09:17:06,#linke gewalt gegen kritiker der #corona-maßnahmen in #leipzig. ermittelt wird wegen totschlags. wo bleibt der bund… https://t.co/k7sqxa7odj,Stuttgart
2020-11-25 09:07:22,krippenspiel unter corona-bedingungen? dieses problem löst die gemeinde in stuttgart-heslach auf ganz besondere wei… https://t.co/3y7beekrat,Stuttgart
2020-11-25 08:51:11,"studie zu schulen in der corona-krise
schulen spielen bei verbreitung des coronavirus keine große rolle
https://t.co/6bzvwlvati",Stuttgart
2020-11-25 08:50:10,"studie zu schulen in der corona-krise
schulen spielen bei verbreitung des coronavirus keine große rolle
https://t.co/kldz6h5tku",Stuttgart
2020-11-25 08:41:36,"ich weiß gar nicht, was ihr gegen den cannstatter wasen habt. das corona-test-zentrum ist doch spitze. https://t.co/gcsbli7sf0",Stuttgart
2020-11-25 08:41:07,lässt #corona dieses jahr die sternsinger verstummen? den segen sollen die bürger zum jahreswechsel wegen der… https://t.co/wnw01yoov0,Stuttgart
2020-11-25 08:40:47,"mein professor hat glaub seinen roten faden verloren.
er fing an mit ""warum die corona-maßnahmen so doof sind"" zu ""… https://t.co/d73l60tyi8",Stuttgart
2020-11-25 08:37:59,studie zu schulen in der corona-krise: schulen spielen bei verbreitung des coronavirus keine große rolle https://t.co/qkqt4akb69,Stuttgart
2020-11-25 08:29:52,*** bildplus inhalt *** der corona-impf-held: - er will täglich 2000 stuttgarter impfen https://t.co/eugwnqd7le #stuttgart #nachrichten,Stuttgart
2020-11-25 08:00:39,"@alfredebeach @derspiegel 14800 tote bis heute nur in deutschland.
aber es gibt ja keine corona-v1r3n",Stuttgart
2020-11-25 07:52:55,#lbbw_morgeninfo: dow jones industrial oberhalb von 30.000 punkten geschlossen. ein fass rohöl der sorte #brent kos… https://t.co/hdqv69mpzn,Stuttgart
2020-11-25 07:41:00,dieses gerede wegen weinachten geht mir echt auf den keks! meine alltags-corona-sorgen sehen ganz anders aus! billi… https://t.co/7yngdgibct,Stuttgart
2020-11-25 07:36:24,"@brittstgt sonst wären es ja zivilisten 

https://t.co/3henbdkwtl",Stuttgart
2020-11-25 07:30:20,"der dow jones industrial hat oberhalb von 30.000 punkten geschlossen, und ein fass rohöl der sorte brent kostet akt… https://t.co/yczbhs5a7z",Stuttgart
2020-11-25 07:28:46,weihnachten als superspreader-event - läuft. #corona https://t.co/kg6ivtnpcx,Stuttgart
2020-11-25 07:16:19,@mktuningdo unterstützung corona,Stuttgart
2020-11-25 07:12:17,"für alle die meinen die corona-maßnahmen seien zu streng und der virus sei doch nicht so schlimm, empfehle ich den… https://t.co/q0s5sgnaa6",Stuttgart
2020-11-25 07:09:50,"@ricorudedude @roaldi05 sie checken es nicht was die realität ist! die realität ist, dass es außer #corona noch seh… https://t.co/pppwuq3ikr",Stuttgart
2020-11-25 07:04:30,vor den bund-länder-gesprächen zu den #corona-maßnahmen zeichnet sich streit ab. baden-württembergs ministerpräside… https://t.co/xy5tifcyfh,Stuttgart
2020-11-25 06:53:22,@gesperrtesponge scheiss corona diktatur mach nicht die wollen beim testen nur deine dna damit sie einen optimierte… https://t.co/fmdasfwwke,Stuttgart
2020-11-25 06:40:00,"corona - das heißt auch hohe gefahr von isolation/einsamkeit bei pflegebedürftigen sowie älteren menschen.
wir habe… https://t.co/njofj8twha",Stuttgart
2020-11-25 06:35:30,@beanoped @handelsverband @bcsd_ev @cimadigitalffm richtig! aber was ist mit allen die erst 2020 vor corona gegründ… https://t.co/kvflimd9oa,Stuttgart
2020-11-25 06:11:22,am tag des corona-gipfels: rki meldet rekordzahl an todesfällen https://t.co/sgw4ozdjpq via @faznet,Stuttgart
2020-11-25 05:47:50,"fallzahlen wieder gestiegen? neue kontakt beschränkende maßnahmen in sicht? krisenstimmung?

ich fahre dann mal wie… https://t.co/ddmrw2yiab",Stuttgart
2020-11-25 05:05:32,nerze in polen von corona betroffen / 25.11.2020 https://t.co/sybtjkrk1k,Stuttgart
2020-11-25 01:19:02,nerze in polen von corona betroffen / 25.11.2020 https://t.co/zjpc7nynj3,Stuttgart
2020-11-25 00:10:03,"#corona #mpk #covid_19 
druck aufbauen:„wenn akteure im politischen raum nicht ohne hirn agieren –und davon sollte… https://t.co/sz5ygnxgv8",Stuttgart
2020-11-24 22:34:20,bin seit einer woche einfach so krank ich hab kein bock mehr wirklich &amp; mein corona test ist negativ obwohl ich mir… https://t.co/suyo4aqix1,Stuttgart
2020-11-24 22:20:20,"@didiweidmann @silke74918142 es gibt gerüchte, dass frau merkel, da einen deal mit dem coronavirus abgeschlossen ha… https://t.co/cj9z7vhkkb",Stuttgart
2020-11-24 22:10:36,"ich war immer die jüngste von meinen freunden und jetzt werden alle während corona 18!!!!
es kommt alles zurück 🤬🤬🤬… https://t.co/ntt6vjma5j",Stuttgart
2020-11-24 22:10:26,weil er halt zu den „guten“ gehören möchte! alle anderen schlimmen krankheiten außer #corona interessiert im jahr 2… https://t.co/szygohauzq,Stuttgart
2020-11-24 22:03:52,@narrhallamarsch und im gegensatz zu corona macht sie über weihnachten keine pause.,Stuttgart
2020-11-24 22:01:28,"@patrickgensing glaube ja, dass es einer der größten erfolge der „übersterblichkeitsnivellierer“ ist, dass viele me… https://t.co/o67zuqxmw6",Stuttgart
2020-11-24 22:00:31,"wie alles dafür getan wird, um weihnachten stattfinden zu lassen. ein fatales signal an die bevölkerung und ein sch… https://t.co/a2wyl83gsp",Stuttgart
2020-11-24 21:29:26,"@karl_lauterbach danke, herr lauterbach. das unterschreibe ich zu 100%. mal sehen, wie quer das denken noch wäre, w… https://t.co/ugwjqkniuw",Stuttgart
2020-11-24 21:21:59,"weil auch corona wegen einer woche länger aufeinmal verschwindet

und deswegen fallen meine faschingaferien weg, di… https://t.co/rraiewcskz",Stuttgart
2020-11-24 21:21:26,"@ingo_keck ""sollen"". https://t.co/wrvtjshgc3",Stuttgart
2020-11-24 20:45:32,"ich ficke klausurenphase, ich ficke corona, ich ficke geschlossene gyms und ich ficke mein gewicht dass ich zugenommen habe",Stuttgart
2020-11-24 20:44:47,"@konstantinkuhle @fdpbt ich weiß, niedrig bezahlte pflegekräfte sind nicht grad ihre klientel - aber bitte denken s… https://t.co/bpwdljssnk",Stuttgart
2020-11-24 20:21:27,"weihnachtsferien ab dem 16.12.2020?
nett, ihr politiker. wer passt da auf meine kinder auf? mein ag schenkt mir nic… https://t.co/m3yohc9hrd",Stuttgart
2020-11-24 20:19:44,@alicologne hast du dich gegen alles impfen lassen wogegen es impfungen gibt? hast du dich mit wenig geprüften impf… https://t.co/yyyieqivbj,Stuttgart
2020-11-24 20:11:30,"wisst ihr noch wie am anfang des jahres viele meinten: ""denke in paar wochen/monaten ist alles wieder tamam und wir… https://t.co/unaozlk7ep",Stuttgart
2020-11-24 19:59:00,"@risklayer frage: die menschen, die heute an #corona sterben, wann wurden sie im durchschnitt als #covid -positiv erfasst?",Stuttgart
2020-11-24 19:42:28,"jugendliche zum böller-verbot | „ich knall trotzdem, corona ist scheißegal!“ https://t.co/v1kt9y7gpp böllerverbot!… https://t.co/b7sa2i8gps",Stuttgart
2020-11-24 19:36:57,"jugendliche zum böller-verbot | „ich knall trotzdem, corona ist scheißegal!“ https://t.co/v1kt9y7gpp ich würde ihm… https://t.co/dqewv1wxvq",Stuttgart
2020-11-24 19:05:26,corona-pandemie: weihnachtsferien sollen noch früher beginnen https://t.co/qshyxfznet,Stuttgart
2020-11-24 19:05:23,das landesgesundheitsamt hat 2.111 neue #corona-infektionen für baden-württemberg gemeldet. seit pandemie-beginn ha… https://t.co/0sxs3y69jc,Stuttgart
2020-11-24 18:57:53,"ich habe mich zuerst beschwert, dass die corona-maßnahmen verlängert werden. dann hab ich mit meiner mum und schwim… https://t.co/ftm9hkdmc6",Stuttgart
2020-11-24 18:55:04,ergebnis einer neuen wrs-#büromarktstudie: #corona hat kaum einfluss auf die höhe der #büromieten in der… https://t.co/majuodn8c3,Stuttgart
2020-11-24 18:53:06,interessant dass man auf einem diagramm einen abwärtstrend sieht aber auf dem anderen nicht.… https://t.co/pl6mxcqf4o,Stuttgart
2020-11-24 18:44:23,@kevinfer_98 oder man lässt es sich schon während corona ungegönnt? schmecken! 😂🤤,Stuttgart
2020-11-24 18:31:20,infektionsschutzgesetz: cdu-gesundheitspolitiker präsentieren corona-konzept https://t.co/6urhzz2i5l,Stuttgart
2020-11-24 18:31:19,corona-pandemie: weihnachtsferien sollen noch früher beginnen https://t.co/reaqhc1fxk,Stuttgart
2020-11-24 18:17:28,@spinfocl also noch öfter als corona-leugner bezichtigt werden? weis noch nicht.,Stuttgart
2020-11-24 18:06:18,@sasa_s empfehle dir nächstes jahr - wenn corona es zulässt - einen rokoko-besuch (schon wegen dem namen): https://t.co/5wiaj09zpa,Stuttgart
2020-11-24 18:05:33,#bb #vai #grps #top 4 bericht der schulleitungen über den baulichen und infrastrukturellen stand der schulen im sta… https://t.co/kcshonewbb,Stuttgart
2020-11-24 17:58:17,corona-kurs an weihnachten: kretschmann hat „bauchschmerzen“ https://t.co/rfldedegfc,Stuttgart
2020-11-24 17:48:23,"@linearefunktion ich hasse es wen menschen niesen und „gesundheit“ erwarten, amk kriege wegen dir corona wünsch du mir lieber gesundheit...",Stuttgart
2020-11-24 17:48:07,infektionsschutzgesetz: cdu-gesundheitspolitiker präsentieren corona-konzept https://t.co/mkzkvrqdrk,Stuttgart
2020-11-24 17:46:10,@deineilos nein es liegt nicht daran ich will wieder trainieren aber corona macht mich behindert,Stuttgart
2020-11-24 17:36:10,corona-kurs an weihnachten: kretschmann hat „bauchschmerzen“ https://t.co/mlahwiarhp,Stuttgart
2020-11-24 17:31:36,@65spayz corona macht auge,Stuttgart
2020-11-24 17:31:31,covid measures will be seen as 'monument of collective hysteria and folly' @jensspahn @regierungbw @regsprecher… https://t.co/co77hfuqep,Stuttgart
2020-11-24 17:30:03,ludwigsburger schillergymnasium feiert online: jubiläum im corona-jahr https://t.co/o4xohxuguq,Stuttgart
2020-11-24 17:27:10,"großküchen in stuttgart auf sparflamme: kantine in corona-zeiten: „schauen, wie man solidarität lebt“ https://t.co/pg5r7tby2w",Stuttgart
2020-11-24 17:27:09,börse in der corona-pandemie: dow-jones-index erstmals über 30 000 punkten https://t.co/y4afay44nq,Stuttgart
2020-11-24 17:24:47,gewinner in der corona-krise: gute karten für die spielebranche https://t.co/rqsxsqefyu,Stuttgart
2020-11-24 17:23:37,breaking news: #corona legt weihnachtspause ein!!!,Stuttgart
2020-11-24 17:22:29,@azizedelamm die einzige waffe gegen corona,Stuttgart
2020-11-24 17:16:57,video auf instagram: daniela katzenberger ekelt sich beim corona-abstrich https://t.co/tpsjuqmxqx,Stuttgart
2020-11-24 17:16:55,homeschooling während corona: nützliche tools für die schule zu hause https://t.co/lskvcikmiu,Stuttgart
2020-11-24 17:13:47,börse in der corona-pandemie: dow-jones-index erstmals über 30 000 punkten https://t.co/p4csf2soet,Stuttgart
2020-11-24 17:13:46,"großküchen in stuttgart auf sparflamme: kantine in corona-zeiten: „schauen, wie man solidarität lebt“ https://t.co/fujqaobftc",Stuttgart
2020-11-24 17:07:00,weihnachten in zeiten der pandemie: bescherung mit corona https://t.co/mcilvc8fap,Stuttgart
2020-11-24 17:07:00,neuer podcast: „stz feierabend“: was bedeuten frühere weihnachtsferien wegen corona? https://t.co/j4j4q9pyek,Stuttgart
2020-11-24 17:00:24,"ich habe unter diesem artikel (hier: https://t.co/osft2eqglx) neulich einen kommentar gepostet, der nicht veröffent… https://t.co/1wxhzz9k0v",Stuttgart
2020-11-24 16:47:46,@artsykatsy sollte auch abseits von corona verboten werden. #unpopularopinion,Stuttgart
2020-11-24 16:43:50,made in germany - das sind die super-kühlschränke für den impfstoff https://t.co/afmd6uus1f #stuttgart #nachrichten,Stuttgart
2020-11-24 16:37:25,"das sind die aktuellen #corona-fallzahlen im #remsmurrkreis: 
https://t.co/ywm1r0yeiu
#fallzahlen #coronavirus… https://t.co/zohjdvlces",Stuttgart
